time,roll_angle,roll_rate,setpoint,u_cmd,battery_voltage,model,Kp,Ki,Kd
2.459984779,-0.16141586,-12.39875031,0,2.59659338,4.302636623,SPRING,1.5,0,0.37
2.47998476,-0.126349181,-5.713749886,0,0.070543252,4.302636623,SPRING,1.5,0,0.37
2.49998498,-0.122601837,-3.088750124,0,-0.906327665,4.297802925,SPRING,1.5,0,0.37
2.519984961,-0.138064533,-5.302500248,0,-0.064046085,4.301025391,SPRING,1.5,0,0.37
2.539984941,-0.761930943,-32.13875198,0,10.80116653,4.302636623,SPRING,1.5,0,0.37
2.559984922,-0.608495712,-22.61874962,0,7.048613071,4.302636623,SPRING,1.5,0,0.37
2.579984903,-0.487746686,10.32499981,0,-5.321698189,4.301025391,SPRING,1.5,0,0.37
2.599984884,-0.61694926,-1.067499995,0,-0.912669122,4.301025391,SPRING,1.5,0,0.37
2.619984865,-0.652928829,-16.54624939,0,4.868437767,4.302636623,SPRING,1.5,0,0.37
2.639984846,-0.598932266,-8.819999695,0,1.928730369,4.304247856,SPRING,1.5,0,0.37
2.659984827,-0.473302782,9.458749771,0,-5.02285099,4.304247856,SPRING,1.5,0,0.37
2.679984808,-0.305417567,-42.00875092,0,13.76829624,4.302636623,SPRING,1.5,0,0.37
2.699984789,-0.057919383,13.10750008,0,-6.99596405,4.301025391,SPRING,1.5,0,0.37
2.71998477,-0.135440052,13.15124989,0,-6.895870686,4.301025391,SPRING,1.5,0,0.37
2.739984751,-0.255554497,-13.68500042,0,3.213713884,4.302636623,SPRING,1.5,0,0.37
2.75998497,-0.236405462,-17.69249916,0,4.667765141,4.304247856,SPRING,1.5,0,0.37
2.779984951,0.186553419,28.58625031,0,-13.08981133,4.301025391,SPRING,1.5,0,0.37
2.799984932,0.023865595,-12.99374962,0,2.538820982,4.301025391,SPRING,1.5,0,0.37
2.819984913,0.033317607,-20.83374977,0,5.425443172,4.299414158,SPRING,1.5,0,0.37
2.839984894,0.111672662,-6.195000172,0,-0.108426899,4.297802925,SPRING,1.5,0,0.37
2.859984875,0.140709847,2.038749933,0,-3.198470354,4.297802925,SPRING,1.5,0,0.37
2.879984856,0.106814399,-3.036250114,0,-1.269877076,4.301025391,SPRING,1.5,0,0.37
2.899984837,0.090782188,-7.962499619,0,0.576883614,4.296191216,SPRING,1.5,0,0.37
2.919984818,0.099149927,-2.756249905,0,-1.361980438,4.302636623,SPRING,1.5,0,0.37
2.939984798,0.086750641,-4.462500095,0,-0.712068915,4.304247856,SPRING,1.5,0,0.37
2.959984779,0.078004569,-6.177500248,0,-0.064399734,4.301025391,SPRING,1.5,0,0.37
2.97998476,0.076289296,-6.5625,0,0.080623083,4.302636623,SPRING,1.5,0,0.37
2.99998498,0.078630529,-6.177500248,0,-0.065338671,4.301025391,SPRING,1.5,0,0.37
3.019984961,0.079296157,-6.107500076,0,-0.092237182,4.302636623,SPRING,1.5,0,0.37
3.039984941,0.076185398,-6.177500248,0,-0.061670974,4.304247856,SPRING,1.5,0,0.37
3.059984922,0.073866449,-6.133749962,0,-0.074380159,4.301025391,SPRING,1.5,0,0.37
3.079984903,0.07171759,-6.072500229,0,-0.093819275,4.304247856,SPRING,1.5,0,0.37
3.099984884,0.071238399,-6.072500229,0,-0.093100488,4.302636623,SPRING,1.5,0,0.37
3.119984865,0.072238624,-5.923749924,0,-0.149638444,4.302636623,SPRING,1.5,0,0.37
3.139984846,0.0711677,-5.993750095,0,-0.121458381,4.239794731,SPRING,1.5,0,0.37
3.159984827,0.067609996,-6.221250057,0,-0.032620445,4.302636623,SPRING,1.5,0,0.37
3.179984808,0.066003278,-6.18625021,0,-0.043160312,4.304247856,SPRING,1.5,0,0.37
3.199984789,0.065808415,-6.159999847,0,-0.052580655,4.304247856,SPRING,1.5,0,0.37
3.21998477,0.067597702,-5.90625,0,-0.149152026,4.302636623,SPRING,1.5,0,0.37
3.239984751,0.361265749,22.19874954,0,-10.98850346,4.297802925,SPRING,1.5,0,0.37
3.25998497,0.240230799,-20.44874954,0,4.972623348,4.301025391,SPRING,1.5,0,0.37
3.279984951,0.296509445,-17.64875031,0,3.852205753,4.304247856,SPRING,1.5,0,0.37
3.299984932,0.370454729,-1.426249981,0,-2.261037588,4.302636623,SPRING,1.5,0,0.37
3.319984913,0.362244278,1.671249986,0,-3.394796848,4.304247856,SPRING,1.5,0,0.37
3.339984894,0.322659045,-5.617499828,0,-0.638581634,4.302636623,SPRING,1.5,0,0.37
3.359984875,0.36186716,-6.256249428,0,-0.461056411,4.302636623,SPRING,1.5,0,0.37
3.379984856,0.352493733,-5.136250019,0,-0.861396074,4.302636623,SPRING,1.5,0,0.37
3.399984837,0.351212442,-6.011250019,0,-0.535724103,4.302636623,SPRING,1.5,0,0.37
3.419984818,0.349511325,-6.230000019,0,-0.452234924,4.301025391,SPRING,1.5,0,0.37
3.439984798,0.022066958,-28.93625069,0,8.440244675,4.301025391,SPRING,1.5,0,0.37
3.459984779,0.128049299,-14.5425005,0,2.955583096,4.304247856,SPRING,1.5,0,0.37
3.47998476,0.196907282,3.4912498,0,-3.820191383,4.304247856,SPRING,1.5,0,0.37
3.49998498,0.16537565,1.662500024,0,-3.096256495,4.299414158,SPRING,1.5,0,0.37
3.519984961,0.118094653,-8.3125,0,0.665415049,4.307470798,SPRING,1.5,0,0.37
