time,roll_angle,roll_rate,setpoint,u_cmd,battery_voltage,model,Kp,Ki,Kd
0.17998851835727692,-0.0037570232525467873,-6.002500057220459,0.0,0.0015022244770079851,4.301025390625,SPRING,1.34,0.07,0.35
0.19998852908611298,-0.005385826341807842,-6.125,0.0,0.046567339450120926,4.302636623382568,SPRING,1.34,0.07,0.35
0.21998852491378784,-0.00403832970187068,-6.028749942779541,0.0,0.011079829186201096,4.302636623382568,SPRING,1.34,0.07,0.35
0.2399885207414627,-0.003855297341942787,-5.836249828338623,0.0,-0.05653507634997368,4.299414157867432,SPRING,1.34,0.07,0.35
0.2599885165691376,-0.0031331791542470455,-5.914999961853027,0.0,-0.02993578091263771,4.301025390625,SPRING,1.34,0.07,0.35
0.27998852729797363,-0.004931544419378042,-6.168749809265137,0.0,0.061293378472328186,4.299414157867432,SPRING,1.34,0.07,0.35
0.2999885380268097,-0.003504201304167509,-5.941249847412109,0.0,-0.020239342004060745,4.304247856140137,SPRING,1.34,0.07,0.35
0.31998851895332336,-0.0027881821151822805,-5.90625,0.0,-0.0334448516368866,4.297802925109863,SPRING,1.34,0.07,0.35
0.3399885296821594,-0.004331760108470917,-6.116250038146973,0.0,0.04212962090969086,4.301025390625,SPRING,1.34,0.07,0.35
0.3599885106086731,-0.0035177895333617926,-5.958750247955322,0.0,-0.014081100933253765,4.297802925109863,SPRING,1.34,0.07,0.35
0.37998852133750916,-0.0019956566393375397,-5.985000133514404,0.0,-0.006930505856871605,4.301025390625,SPRING,1.34,0.07,0.35
0.3999885320663452,-0.0012716265628114343,-5.949999809265137,0.0,-0.02014903910458088,4.294579982757568,SPRING,1.34,0.07,0.35
0.4199885129928589,-0.002988553373143077,-6.125,0.0,0.04340589419007301,4.297802925109863,SPRING,1.34,0.07,0.35
0.43998852372169495,-0.00243573565967381,-5.985000133514404,0.0,-0.006331425625830889,4.296191215515137,SPRING,1.34,0.07,0.35
0.459988534450531,-0.0030282041989266872,-6.002500057220459,0.0,0.0005916950758546591,4.296191215515137,SPRING,1.34,0.07,0.35
0.4799885153770447,-0.0014192444505169988,-6.002500057220459,0.0,-0.0015623241197317839,4.296191215515137,SPRING,1.34,0.07,0.35
0.49998852610588074,-0.0027823548298329115,-6.133749961853027,0.0,0.04620560631155968,4.299414157867432,SPRING,1.34,0.07,0.35
0.5199885368347168,-0.0021565956994891167,-5.853750228881836,0.0,-0.05262979865074158,4.301025390625,SPRING,1.34,0.07,0.35
0.5399885177612305,0.00013725653116125613,-5.84499979019165,0.0,-0.058766406029462814,4.297802925109863,SPRING,1.34,0.07,0.35
0.5599884986877441,0.0007897185278125107,-6.072500228881836,0.0,0.019983341917395592,4.297802925109863,SPRING,1.34,0.07,0.35
0.5799885392189026,0.0022041962947696447,-5.923749923706055,0.0,-0.033977750688791275,4.302636623382568,SPRING,1.34,0.07,0.35
0.5999885201454163,0.002306052017956972,-5.949999809265137,0.0,-0.02493000589311123,4.296191215515137,SPRING,1.34,0.07,0.35
0.6199885010719299,0.0036461148411035538,-5.914999961853027,0.0,-0.038980741053819656,4.294579982757568,SPRING,1.34,0.07,0.35
0.6399885416030884,0.001331804320216179,-6.212500095367432,0.0,0.0682436153292656,4.301025390625,SPRING,1.34,0.07,0.35
0.659988522529602,0.0045034196227788925,-5.801249980926514,0.0,-0.07995019108057022,4.296191215515137,SPRING,1.34,0.07,0.35
0.6799885034561157,0.004886183887720108,-6.028749942779541,0.0,-0.0008449506713077426,4.299414157867432,SPRING,1.34,0.07,0.35
0.6999885439872742,0.005171974189579487,-5.96750020980835,0.0,-0.022672556340694427,4.296191215515137,SPRING,1.34,0.07,0.35
0.7199885249137878,0.004673995543271303,-6.019999980926514,0.0,-0.003636888926848769,4.296191215515137,SPRING,1.34,0.07,0.35
0.7399885058403015,0.003993760794401169,-6.002500057220459,0.0,-0.008855938911437988,4.301025390625,SPRING,1.34,0.07,0.35
0.75998854637146,0.003947101533412933,-6.098750114440918,0.0,0.024888576939702034,4.294579982757568,SPRING,1.34,0.07,0.35
0.7799885272979736,0.5435357689857483,48.04624938964844,0.0,-19.64967155456543,4.297802925109863,SPRING,1.34,0.07,0.35
0.7999885082244873,1.3831197023391724,-122.67500305175781,0.0,36.0,4.294579982757568,SPRING,1.34,0.07,0.35
0.8199885487556458,2.219921112060547,123.76875305175781,0.0,-36.0,4.297802925109863,SPRING,1.34,0.07,0.35
0.8399885296821594,1.2859328985214233,2.283750057220459,0.0,-4.634452819824219,4.297802925109863,SPRING,1.34,0.07,0.35
0.8599885106086731,1.5664427280426025,-91.89250183105469,0.0,27.94915771484375,4.296191215515137,SPRING,1.34,0.07,0.35
0.8799885511398315,2.1633410453796387,35.17499923706055,0.0,-17.32733917236328,4.299414157867432,SPRING,1.34,0.07,0.35
0.8999885320663452,1.908311128616333,34.66749954223633,0.0,-16.810646057128906,4.296191215515137,SPRING,1.34,0.07,0.35
0.9199885129928589,1.3330085277557373,-62.326255798339844,0.0,17.906208038330078,4.296191215515137,SPRING,1.34,0.07,0.35
0.9399885535240173,1.5745095014572144,-3.867499828338623,0.0,-2.88017201423645,4.299414157867432,SPRING,1.34,0.07,0.35
0.959988534450531,1.4331451654434204,-22.399999618530273,0.0,3.7936248779296875,4.297802925109863,SPRING,1.34,0.07,0.35
0.9799885153770447,1.4830520153045654,-23.108749389648438,0.0,3.9727351665496826,4.297802925109863,SPRING,1.34,0.07,0.35
0.9999884963035583,0.999618411064148,-9.458749771118164,0.0,-0.15836267173290253,4.297802925109863,SPRING,1.34,0.07,0.35
